USGS_ID ,priority,qty,val,entry_datetime
1031001006,high,27,668.63,2017-01-06 20:54:14
1203001026,low,25,170.19,2017-03-05 11:58:46
1159001020,high,91,485.77,2017-03-20 14:28:48
1000000002,low,22,573.84,2017-05-25 18:00:45
1203001055,none,27,609.94,2017-03-29 02:53:05
1000000001,low,72,650.27,2017-06-17 16:08:59
1021001002,medium,20,605.17,2017-05-28 17:12:17
1201000004,medium,17,893.66,2017-01-23 21:20:59
1417000001,low,60,37.46,2017-05-03 21:03:09
1022000002,low,48,815.3,2017-02-06 12:47:57
1410000003,none,80,379.45,2017-04-12 21:46:36
1281000002,low,27,533.57,2017-05-04 22:15:16
1243001008,none,11,614.01,2017-06-14 08:42:31
1159001010,none,31,597.78,2017-07-04 02:57:04
1245001021,high,97,206.53,2017-03-21 03:42:10
1203001029,high,25,692.92,2017-06-02 21:57:36
1297000002,low,68,388.77,2017-07-21 02:23:02
1245001054,high,90,310.13,2017-06-10 05:16:46
1203001001,none,73,705.29,2017-04-21 18:59:25
1021001004,high,90,440.42,2017-05-03 05:47:42
1031001007,low,21,247.99,2017-07-06 19:12:18
1000000009,low,92,750.08,2017-07-21 09:35:28
1495000004,medium,5,891.11,2017-07-16 08:09:19
1203001027,medium,43,597.05,2017-02-25 06:14:47
1259000001,none,45,928.82,2017-01-18 10:17:06
1195001001,none,12,49.69,2017-05-06 10:52:50
1077001008,high,77,945.54,2017-01-13 21:15:29
1159001026,high,82,414.95,2017-06-13 00:54:44
1232000001,high,90,976.02,2017-04-09 15:51:20
3007000002,low,43,485.17,2017-07-17 00:25:57
4053000001,high,30,406.76,2017-06-21 14:22:21
1245001029,high,65,170.61,2017-04-26 06:36:48
1245001054,none,47,47.9,2017-02-13 07:20:22
3007000001,medium,20,883.39,2017-04-25 09:26:56
1354000001,none,65,968.78,2017-07-26 09:35:43
1245001018,high,19,57.1,2017-01-06 03:52:53
1021001002,low,32,135.98,2017-04-07 01:25:25
1458000002,high,89,290.8,2017-06-06 05:29:44
1203001007,low,3,740.5,2017-05-20 18:08:08
1245001007,high,47,937.07,2017-02-25 19:28:52
1203001006,high,80,3.11,2017-06-23 17:38:05
1243001005,medium,4,498.28,2017-03-20 00:14:51
1031001015,none,36,961.96,2017-03-07 23:14:03
1195001006,high,73,583.76,2017-06-26 02:07:05
1043000001,none,2,965.84,2017-02-09 13:45:51
1031001010,none,93,351.02,2017-07-21 10:08:14
1000000007,high,27,767.12,2017-01-10 14:16:25
1031001002,medium,65,160.82,2017-05-22 03:15:19
1245001055,high,3,159.23,2017-06-19 12:04:33
1159001002,medium,85,778.2,2017-05-24 15:39:09
1245001013,low,13,620.83,2017-03-12 16:15:56
1181000003,low,74,953.12,2017-07-24 18:39:57
1159001019,none,80,248.86,2017-03-17 02:19:03
1245001055,medium,5,738.86,2017-05-18 03:23:01
1021001004,low,34,262.8,2017-03-27 02:36:24
1203001022,high,19,367.37,2017-07-17 01:40:29
1203001044,low,33,980.48,2017-04-27 11:03:18
1181000002,low,79,420.12,2017-06-04 13:34:11
1203001033,high,31,78.88,2017-06-19 11:27:16
1281000004,medium,88,938.61,2017-06-23 02:03:58
1245001038,high,52,266.46,2017-02-18 05:21:24
1448000001,high,19,234.64,2017-04-18 13:57:26
1037001003,low,73,11.36,2017-05-10 03:32:46
1496000001,none,59,988.63,2017-02-08 10:12:36
1245001049,none,42,662.33,2017-07-01 04:29:53
1233000001,high,54,357.39,2017-03-31 04:56:31
1245001009,low,75,585.12,2017-04-02 17:07:37
1245001052,medium,37,284.25,2017-06-09 03:48:40
1203001060,low,12,156.16,2017-01-25 01:34:18
1207001001,none,16,144.2,2017-07-19 23:37:08
1243001004,medium,72,670.58,2017-02-17 18:34:20
1159001022,medium,42,256.51,2017-05-27 15:47:47
1495000001,high,67,561.52,2017-02-20 16:23:25
1159001030,low,13,743.48,2017-06-10 23:53:29
1159001031,low,92,567.66,2017-02-03 08:59:51
1203001001,low,13,680.61,2017-05-05 17:31:47
1245001003,none,71,596.59,2017-01-09 21:46:59
1009000001,low,70,552.34,2017-07-03 10:03:21
1037001005,low,97,405.44,2017-06-08 09:30:45
1102000001,none,23,186.57,2017-07-19 11:54:28
1159001004,medium,11,424.03,2017-05-07 17:34:08
1245001047,none,10,598.06,2017-02-27 19:32:07
1245001027,high,16,964,2017-01-16 13:18:58
1074001009,none,54,638.02,2017-03-10 10:42:23
1238000003,none,87,736.98,2017-02-19 12:29:51
1159001032,high,46,262.48,2017-06-10 08:31:23
1203001039,high,49,193.04,2017-05-27 06:07:24
1000000002,high,23,549.97,2017-07-08 09:54:43
1203001048,low,97,713.19,2017-05-29 03:30:12
1281000003,high,40,738.19,2017-07-04 14:44:33
1037001002,high,75,976.17,2017-04-13 04:00:29
1246000001,high,24,530.91,2017-01-03 17:19:18
1245001039,high,29,739.54,2017-04-30 10:38:04
1203001009,high,95,518.92,2017-03-27 11:58:48
1491001004,medium,7,867.68,2017-05-24 00:44:41
1031001007,none,43,886.93,2017-04-15 21:13:07
1203001019,none,62,460.89,2017-06-27 19:50:30
1203001032,none,71,642.21,2017-01-16 10:19:35
1351000001,high,35,917.48,2017-01-07 13:40:21
1238000003,none,25,436.42,2017-01-21 10:22:22
1353001008,medium,1,826.26,2017-05-27 21:29:16
1496000003,low,87,516.52,2017-06-18 23:08:07
1245001011,high,33,769.76,2017-04-04 05:35:20
1281000001,none,73,678.34,2017-06-12 12:14:09
1064000002,medium,13,611.92,2017-02-08 21:21:57
1077001003,none,54,604.52,2017-01-07 19:07:05
1195001012,medium,53,479.68,2017-07-04 14:25:33
1155000004,medium,15,567.11,2017-06-11 16:00:29
1245001056,medium,93,601.62,2017-06-26 06:17:12
1214000002,high,92,577.69,2017-06-09 12:15:21
1421000003,medium,34,256.23,2017-05-01 10:53:32
1203001052,medium,12,342.3,2017-07-20 21:56:58
1243001008,medium,74,84.54,2017-01-23 09:43:49
1410000003,none,84,95.83,2017-02-23 12:47:28
1079000003,low,16,369.08,2017-04-15 22:00:17
1077001007,medium,16,0.94,2017-01-12 19:32:12
1353001006,none,80,556.73,2017-06-03 14:12:30
1245001006,high,51,278.19,2017-03-10 22:57:09
1245001044,low,44,216.35,2017-04-01 11:01:43
1077001003,high,67,560.69,2017-02-01 22:11:11
1245001054,high,5,363.58,2017-02-05 08:23:56
1207001001,low,24,47.49,2017-05-28 20:21:11
1074001007,low,40,909.35,2017-04-12 01:31:38
1245001029,medium,42,4.98,2017-06-20 19:45:07
1203001043,medium,62,286.68,2017-04-18 11:22:30
1245001019,low,79,438.27,2017-03-28 18:00:23
1203001059,medium,62,926.2,2017-06-26 18:22:37
1203001055,none,85,56.49,2017-04-29 19:16:18
1207001007,none,25,584.94,2017-05-08 15:04:41
1195001006,high,93,21.58,2017-05-22 01:06:47
1245001019,medium,38,391.39,2017-05-11 03:54:47
1245001047,low,4,261.04,2017-04-30 12:58:42
1021001004,medium,79,255.4,2017-05-31 06:57:12
1344000001,high,43,380.85,2017-05-17 11:45:46
1001000002,medium,20,897.12,2017-04-09 02:16:18
1009000002,none,38,249.21,2017-02-01 03:49:11
1243001007,none,1,665.57,2017-02-11 14:14:52
1238000003,high,93,736.71,2017-03-05 11:29:46
1245001007,medium,3,378.43,2017-02-14 06:45:59
1159001006,none,62,96.99,2017-04-14 19:32:43
1201000004,none,52,177.05,2017-03-13 02:17:17
1203001052,none,18,665.68,2017-05-19 15:28:14
1349000001,low,10,58.71,2017-03-15 17:55:35
1139000001,low,27,561.08,2017-03-18 11:00:32
1203001018,high,2,148.05,2017-03-17 07:52:45
1203001020,medium,93,905.44,2017-07-31 12:31:08
1159001030,low,47,727.78,2017-05-13 06:35:00
1214000002,medium,15,230.65,2017-06-09 00:36:10
1031001011,low,12,712.72,2017-06-27 12:02:14
1245001012,medium,21,933.85,2017-01-08 15:00:26
1245001017,high,1,829.87,2017-07-04 01:27:24
1245001031,none,37,25.65,2017-01-14 06:37:20
1159001018,medium,39,573.47,2017-02-17 09:21:54
1245001010,low,22,603.84,2017-04-20 15:43:58
1203001016,medium,8,143.5,2017-01-14 12:10:15
1074001004,low,34,208.64,2017-06-10 18:02:52
1050000004,none,92,624.98,2017-02-08 21:02:59
1458000002,medium,17,894.72,2017-01-02 11:34:52
1203001007,low,74,779.9,2017-06-03 20:24:32
1203001058,low,82,314.76,2017-06-22 17:49:31
1031001004,low,39,701.31,2017-07-30 11:40:01
1201000003,medium,83,556.17,2017-07-08 07:27:54
1203001035,low,32,872.04,2017-02-05 11:40:46
1246000001,medium,46,465.74,2017-04-22 07:51:08
1159001027,high,62,447.5,2017-05-16 17:21:28
1245001040,high,16,512.27,2017-04-17 10:11:31
1496000002,high,10,279.53,2017-01-18 02:22:20
1353001009,medium,55,928.65,2017-05-11 08:25:12
1061000002,high,42,110.31,2017-01-18 02:53:15
1159001010,low,43,64.11,2017-05-11 08:39:05
1044000001,low,81,705.67,2017-04-15 15:44:25
1245001042,high,63,256.15,2017-05-03 12:37:16
1203001037,medium,72,482.31,2017-05-15 20:49:40
1203001004,low,80,58.02,2017-04-13 00:35:36
1159001028,none,48,178.36,2017-04-02 09:33:12
1496000003,medium,38,978.26,2017-01-27 11:35:55
1102000001,high,63,105.67,2017-02-04 18:10:53
1366000001,high,45,358.91,2017-07-27 09:57:24
1448000002,none,60,591.67,2017-06-29 17:51:04
1195001006,low,26,58.65,2017-02-20 02:53:34
1243001002,low,89,573.96,2017-07-17 11:02:56
1074001010,none,29,835.62,2017-01-12 17:08:45
1491001005,low,97,597.77,2017-01-10 07:00:30
1495000004,low,14,785.43,2017-06-25 21:50:17
1243001003,none,30,515.97,2017-02-23 06:15:27
1245001004,none,36,521.39,2017-03-29 09:50:40
1380000001,none,71,768.13,2017-02-28 05:01:41
1377000001,medium,68,913.93,2017-03-05 03:07:07
1214000001,high,30,96,2017-03-03 00:03:18
1077001004,high,99,683.84,2017-02-08 05:06:50
1077001002,none,27,307.99,2017-06-09 09:11:11
1245001033,high,40,957.38,2017-02-23 03:39:17
1159001026,high,23,753.82,2017-05-04 09:37:58
1203001063,medium,50,231.69,2017-07-12 05:32:37
1195001012,high,87,837.27,2017-03-10 06:29:47
1203001047,low,78,97.6,2017-04-12 12:22:45
1245001016,high,45,795.6,2017-07-23 04:09:44
1207001006,high,73,984.23,2017-01-24 16:03:44
1245001050,none,37,534.04,2017-06-23 06:26:24
1050000001,medium,56,425.24,2017-05-29 05:48:44
1000000001,low,23,128.05,2017-02-15 01:04:06
1203001025,none,95,568.87,2017-04-26 10:28:51
1195001011,high,37,784.79,2017-03-20 21:24:54
3007000002,none,17,378.64,2017-03-08 21:31:11
1203001060,high,29,784.37,2017-03-10 05:07:47
1273000001,medium,0,143.95,2017-07-22 10:43:58
1195001011,low,7,13.02,2017-06-02 17:46:47
1074001014,none,80,225.14,2017-07-31 04:38:05
1203001050,low,65,663.6,2017-06-25 21:48:24
1201000001,low,89,167.47,2017-06-17 22:12:46
1037001003,none,20,617.69,2017-07-31 05:14:28
1245001014,high,32,334.19,2017-07-16 14:06:03
1203001006,none,88,198.21,2017-02-03 23:33:55
1207001003,high,33,310.57,2017-04-12 04:17:40
1203001039,low,25,636.9,2017-03-10 14:54:34
1281000001,high,73,183.75,2017-06-23 08:55:29
1131000001,none,81,9.78,2017-03-25 00:44:05
1245001041,high,30,981.8,2017-07-16 03:24:26
1203001051,none,69,122.14,2017-07-24 21:26:10
1195001010,low,59,303.98,2017-03-12 14:04:07
1243001003,medium,74,277.23,2017-07-24 13:09:52
1243001004,high,29,29.06,2017-06-24 11:26:53
1245001028,none,6,275.04,2017-05-11 12:52:05
1448000002,high,77,247.69,2017-01-20 23:03:50
1245001020,medium,2,742.6,2017-02-06 00:51:22
1181000003,medium,99,964.19,2017-06-11 06:57:22
1031001010,high,49,308.32,2017-07-29 04:02:30
1195001004,medium,59,259.06,2017-03-11 03:59:59
1102000001,none,12,61.17,2017-06-14 04:11:42
1245001025,medium,44,101.94,2017-04-01 08:55:33
1421000002,low,36,979.1,2017-01-26 08:48:11
1245001022,low,46,330.49,2017-06-02 19:03:41
1353001003,high,51,442.37,2017-01-31 16:59:17
1203001040,high,30,362.06,2017-01-05 15:20:28
1001000002,high,48,140.34,2017-07-11 01:04:37
1203001020,high,72,590.52,2017-01-05 22:49:50
1077001003,high,33,49.56,2017-03-08 01:56:03
1159001028,low,33,734.75,2017-03-17 18:46:06
1203001015,high,60,760.87,2017-01-21 13:17:50
1245001029,low,52,136.1,2017-03-14 13:02:56
1243001006,medium,12,402.65,2017-01-06 10:02:52
1467000003,high,9,606.08,2017-02-13 12:05:24
1245001022,high,39,632.58,2017-01-16 06:02:27
1031001001,low,89,125.5,2017-01-17 17:16:47
1181000002,medium,12,345.73,2017-04-30 18:34:20
1203001030,high,43,307.35,2017-03-13 16:05:18
1203001061,high,51,504.41,2017-02-19 20:17:52
1050000002,high,13,14.35,2017-03-24 11:59:34
1207001008,none,82,491.73,2017-07-12 14:58:25
1159001024,low,40,598.3,2017-01-08 20:01:18
1245001011,low,91,189.9,2017-05-20 00:37:18
1074001004,low,98,36.1,2017-01-27 13:33:49
1245001053,low,38,169.66,2017-06-10 07:51:19
1204000002,high,8,314.22,2017-04-09 16:32:16
1203001002,high,85,611.68,2017-02-09 23:09:10
1377000002,medium,25,834.2,2017-07-12 02:34:05
1245001025,none,95,73.45,2017-03-23 23:34:15
1491001006,high,69,158.18,2017-05-05 07:11:50
1037001003,medium,2,798.25,2017-05-17 18:49:10
1159001014,low,42,37.34,2017-04-07 09:10:26
1074001010,high,89,172.38,2017-03-21 02:01:17
1405001003,none,81,293.6,2017-01-07 08:42:25
1102000001,none,47,548.04,2017-07-14 10:18:57
1458000001,medium,96,128.12,2017-05-31 22:00:31
1245001050,none,80,780.52,2017-01-02 19:00:38
1077001004,low,71,981.79,2017-03-13 13:21:02
1037001008,medium,92,536.81,2017-07-25 10:41:10
1297000001,low,87,595.09,2017-05-25 21:44:19
1159001020,high,17,748.44,2017-04-15 22:36:50
1203001051,none,75,604.88,2017-06-17 00:42:25
1458000002,low,67,974.35,2017-02-12 15:22:24
1159001020,none,6,593.59,2017-03-10 09:47:10
1245001050,high,83,399.82,2017-06-12 04:56:49
1203001045,none,38,985.5,2017-04-18 18:12:11
1203001007,high,9,345.56,2017-06-28 21:34:17
1159001014,medium,73,135.69,2017-01-20 07:22:59
1159001014,none,72,140.15,2017-03-18 22:33:56
1243001008,high,74,933.94,2017-04-09 22:14:40
1495000004,high,99,432.12,2017-05-01 08:02:09
1245001011,high,91,562.14,2017-07-30 12:32:57
1050000001,low,57,274.8,2017-01-19 20:53:15
1050000004,high,54,545.42,2017-02-22 04:54:18
1232000001,none,57,661.1,2017-02-24 10:34:54
1245001015,medium,26,802.7,2017-02-02 17:29:50
1354000001,high,77,184.54,2017-04-02 17:04:52
1495000002,low,65,522.61,2017-03-24 22:17:49
1203001041,low,44,961.29,2017-01-16 08:27:47
1181000001,high,32,261.33,2017-03-15 10:00:40
1245001019,low,32,854.21,2017-03-11 13:59:37
1203001028,low,65,206.6,2017-07-06 00:40:24
1203001006,medium,41,43.86,2017-03-13 13:35:09
1448000002,none,80,133.18,2017-05-24 12:38:28
1181000003,medium,33,88.88,2017-01-08 17:20:54
1201000001,none,5,907.42,2017-06-22 12:39:36
1203001032,high,19,899.96,2017-03-08 09:05:05
1353001003,low,71,597.89,2017-06-24 07:57:20
1203001008,low,71,961.07,2017-04-19 16:50:43
1061000001,low,37,181.64,2017-04-28 10:41:13
1203001007,low,59,766.43,2017-07-20 20:18:13
1195001004,high,64,761.55,2017-07-19 11:42:09
1495000003,low,8,335.71,2017-06-15 13:59:54
1074001002,none,13,603.1,2017-04-18 17:56:48
1079000001,none,38,790.02,2017-04-29 21:22:11
1245001011,high,38,956.77,2017-07-04 08:50:28
1195001001,none,47,827.21,2017-05-18 15:00:01
1195001007,high,95,836.76,2017-06-14 07:09:47
1405001002,medium,48,593.88,2017-07-27 09:24:03
1021001003,none,67,631.81,2017-02-21 07:55:09
1245001019,low,2,671.57,2017-03-14 15:16:50
1203001055,high,13,432.15,2017-04-19 19:48:17
1245001035,low,14,96.24,2017-02-20 21:48:39
1207001003,high,4,426.27,2017-03-17 07:09:59
1203001025,none,94,910.22,2017-03-29 06:03:38
1243001002,medium,73,594.56,2017-06-16 06:39:49
1353001007,high,12,112.74,2017-05-16 05:23:32
1245001023,low,48,402.37,2017-05-28 17:46:09
1159001009,high,90,566.12,2017-04-13 02:13:09
1077001007,medium,42,844.84,2017-07-22 12:39:33
1074001009,none,50,222.3,2017-03-27 20:51:23
1074001007,high,13,732.72,2017-02-08 07:21:15
1245001039,low,90,81.52,2017-02-10 16:51:17
1159001014,low,80,211.87,2017-01-28 14:57:05
1410000002,high,25,637.08,2017-02-13 10:51:59
1203001027,high,93,396.23,2017-02-20 10:54:57
1201000001,high,4,548.83,2017-02-28 20:03:00
1159001021,high,99,927.85,2017-04-03 17:25:52
1203001026,medium,45,1.78,2017-07-19 06:32:58
1203001002,low,51,49.3,2017-03-03 22:22:24
1349000001,low,45,495.86,2017-03-16 00:42:48
1203001036,low,32,482.98,2017-04-25 14:56:56
1195001009,low,98,462.6,2017-07-08 05:45:16
1203001032,low,18,395.62,2017-06-26 02:48:29
1203001014,low,60,551.08,2017-06-04 20:06:44
1203001045,none,93,32.43,2017-02-16 15:26:11
1203001030,medium,84,861.56,2017-06-02 13:11:15
1245001010,none,60,653.63,2017-05-04 09:38:17
1000000001,none,24,636.42,2017-01-02 07:12:25
1159001014,none,55,296.25,2017-07-03 11:48:27
1353001001,none,40,462.08,2017-07-18 01:44:19
1031001011,none,24,165.62,2017-07-18 09:22:32
1491001007,high,47,327.53,2017-05-03 18:51:45
1159001003,medium,92,569.6,2017-03-12 16:06:03
1155000002,low,30,817.28,2017-04-29 18:55:10
1074001007,low,39,255.62,2017-07-04 06:18:45
1203001007,high,11,4.55,2017-05-26 17:45:18
1031001009,low,17,789.1,2017-04-20 02:39:59
1031001005,low,35,483.01,2017-05-03 18:41:43
1074001012,none,39,278.17,2017-03-25 21:03:26
1243001009,medium,11,602.51,2017-01-18 18:08:51
1245001028,high,5,557.6,2017-05-30 02:50:48
1207001003,medium,51,368.32,2017-03-29 19:01:08
1245001043,low,5,603.4,2017-03-09 01:41:40
1034000001,medium,21,834.23,2017-04-27 07:24:30
1031001007,low,77,11.75,2017-02-28 19:01:11
1203001039,high,32,326.52,2017-04-10 05:31:35
1245001005,low,58,32.34,2017-03-18 11:11:14
1203001006,low,47,692.77,2017-02-08 23:22:01
1195001001,high,37,461.42,2017-07-11 23:06:15
1245001023,low,45,576.36,2017-03-22 07:45:40
1353001002,medium,61,351.91,2017-05-15 18:32:14
1180000001,low,99,246.18,2017-04-13 17:56:09
1207001007,low,49,482.83,2017-03-02 16:10:12
1491001004,none,99,105.85,2017-03-05 03:22:53
1203001054,none,2,380.76,2017-05-17 08:13:09
1384001001,medium,19,857.23,2017-04-05 14:52:35
1458000001,high,60,872.17,2017-01-04 11:51:54
1203001048,none,94,719.8,2017-07-12 07:12:20
1245001057,medium,15,714.13,2017-03-12 02:35:51
1495000001,medium,93,496.36,2017-02-13 08:18:41
1031001013,high,15,32.38,2017-05-11 19:14:41
3007000002,high,41,819.63,2017-03-31 18:37:44
1204000001,none,28,597.66,2017-02-19 12:27:01
1031001009,low,53,10.05,2017-01-02 01:52:12
1203001002,none,81,634.64,2017-06-02 01:34:22
1203001051,high,25,861.37,2017-05-09 11:26:52
1155000002,low,28,305.67,2017-06-08 04:03:04
1203001010,none,25,542.16,2017-07-26 09:16:57
1009000002,low,40,77.48,2017-02-23 19:34:19
1203001047,medium,18,504.74,2017-04-03 13:10:32
1037001002,high,8,409.37,2017-06-21 06:41:39
1127000001,low,10,570.59,2017-05-26 05:43:15
1159001006,medium,50,737.71,2017-05-16 09:42:48
1203001011,high,53,396.1,2017-04-06 09:54:08
1074001006,none,52,880.24,2017-07-13 11:39:24
1074001001,medium,55,324.03,2017-04-18 19:47:21
1214000001,low,30,255.86,2017-07-28 08:45:26
1405001003,low,84,908.41,2017-01-11 17:27:14
1245001050,low,53,106.03,2017-04-16 10:36:44
1050000002,medium,19,485.44,2017-05-16 13:43:35
1064000002,medium,24,966.76,2017-03-19 10:18:37
1203001027,none,56,183.86,2017-02-26 07:57:33
1245001031,none,59,944.2,2017-01-06 09:49:18
1034000002,none,48,309.51,2017-04-20 12:34:11
1159001023,none,67,618.41,2017-05-20 18:35:22
1203001002,medium,6,84.02,2017-03-10 16:01:39
1203001028,high,37,236.4,2017-05-08 20:18:10
1000000001,high,66,765.97,2017-04-01 05:39:52
1380000002,medium,23,118.67,2017-01-31 18:22:09
1203001054,high,31,950.69,2017-01-23 11:49:10
1421000001,none,2,351.09,2017-05-06 21:57:12
1074001014,high,60,560.96,2017-06-13 00:46:26
1281000004,high,45,50.86,2017-03-18 04:12:01
1245001009,low,76,406.87,2017-05-21 16:18:26
1281000001,none,45,377.14,2017-02-26 20:50:45
1195001005,low,10,613.16,2017-03-04 07:09:20
1195001011,low,95,71.28,2017-06-21 05:56:52
1203001049,low,21,174.22,2017-01-19 21:02:19
1491001001,high,55,468.71,2017-02-21 15:25:46
1203001007,none,87,900.19,2017-01-18 18:49:53
1159001007,high,65,702.91,2017-07-18 22:38:15
1377000001,none,49,996.38,2017-04-20 04:37:03
1495000004,high,60,126.69,2017-05-04 21:02:47
1159001004,none,79,262.19,2017-06-26 19:39:14
1384001001,none,5,40.31,2017-07-25 11:53:23
1233000001,none,25,515.71,2017-05-19 12:21:44
1245001007,high,21,757.38,2017-01-19 09:48:35
1245001044,high,89,962.37,2017-05-10 17:31:08
1022000001,none,97,825.46,2017-07-03 18:18:12
1159001026,medium,72,890.17,2017-01-14 17:26:28
1378000001,high,93,353.33,2017-01-28 14:04:45
1037001007,medium,23,746.6,2017-03-26 17:22:30
1159001003,high,62,897.7,2017-01-16 09:16:47
1218000001,medium,54,659.57,2017-07-13 07:13:56
1495000002,medium,58,530.28,2017-05-30 14:51:08
1159001008,low,72,642.54,2017-04-16 16:53:52
1243001001,low,96,782.49,2017-06-24 07:24:25
1454000001,low,95,673.52,2017-05-09 22:52:13
1245001019,none,40,521.82,2017-07-08 23:01:31
1159001020,high,94,310.16,2017-02-23 10:20:47
1214000002,medium,59,878.46,2017-04-20 03:07:50
1203001062,low,85,75.36,2017-06-06 18:04:10
1214000001,medium,30,711.56,2017-01-12 03:34:01
1245001025,medium,99,546.76,2017-07-01 13:01:37
1159001003,none,11,635.24,2017-06-14 12:18:12
1077001007,none,79,385.98,2017-06-08 19:51:24
1159001006,low,39,141.12,2017-05-15 09:51:22
1159001021,none,49,179.33,2017-04-04 14:20:27
1021001003,high,93,38.66,2017-02-22 02:45:33
1195001001,high,57,641.19,2017-01-25 05:37:26
1021001002,low,81,212.39,2017-07-09 19:48:22
1102000001,high,93,81.82,2017-02-12 23:11:58
1050000004,high,79,875.29,2017-07-23 13:18:45
1203001059,medium,55,150.2,2017-01-27 23:49:43
1050000001,medium,65,530.91,2017-05-03 04:24:53
1031001004,high,48,346.45,2017-01-21 17:43:56
1203001012,high,39,779.03,2017-03-13 05:17:33
1179000001,high,77,494.81,2017-06-28 19:20:38
1243001002,low,74,491.84,2017-05-19 11:12:30
1031001005,low,0,48.89,2017-02-16 09:11:44
1245001003,none,41,524.71,2017-02-14 09:18:59
1203001058,medium,97,406.54,2017-07-10 01:28:25
1245001047,high,88,199.42,2017-02-01 03:47:47
1366000001,none,37,650.3,2017-05-15 03:42:19
1454000001,low,78,580.91,2017-03-21 17:58:20
1159001007,medium,71,281.35,2017-05-15 17:08:24
1037001005,none,96,428.3,2017-05-30 00:30:49
1491001002,medium,80,831.68,2017-01-02 02:23:58
1245001026,medium,62,981.65,2017-02-25 07:12:15
1245001054,high,2,58.34,2017-05-29 04:20:51
1344000002,none,76,879.26,2017-07-30 09:21:18
1159001026,none,31,312.51,2017-03-29 10:16:33
1031001010,high,65,198.25,2017-01-29 11:13:28
1495000003,medium,98,754.56,2017-03-22 02:18:59
1214000001,low,51,201.88,2017-03-05 07:08:18
1207001001,high,85,605.08,2017-08-01 00:45:51
1216000002,high,12,881.96,2017-04-11 09:28:03
1050000004,high,97,539.7,2017-06-09 16:06:55
1245001040,medium,91,14.7,2017-04-27 00:44:14
1037001001,medium,55,519.88,2017-04-12 19:36:29
1245001051,medium,65,631.59,2017-03-13 01:06:23
1405001003,none,60,161.06,2017-05-10 03:33:53
1243001006,medium,1,660.87,2017-03-17 12:37:07
1216000002,none,57,173.72,2017-04-15 01:26:50
1159001016,none,27,847.44,2017-01-03 14:54:37
1022000001,high,99,491.32,2017-01-02 14:55:25
1159001031,high,16,611.66,2017-01-16 08:32:14
3007000002,medium,80,917.18,2017-03-22 05:27:15
1203001015,low,37,431.63,2017-04-18 23:53:10
1203001033,high,40,230.91,2017-07-24 00:19:05
1366000002,none,48,741.87,2017-04-07 12:01:55
1074001012,high,34,370.78,2017-05-28 09:12:34
1203001036,medium,55,869.73,2017-03-08 05:33:17
1245001037,medium,6,409.03,2017-04-07 11:25:57
1195001003,high,34,309.77,2017-04-22 13:12:38
1207001004,medium,81,757.37,2017-04-06 10:36:58
1159001006,high,28,864.43,2017-05-25 20:56:41
1203001059,medium,98,759.03,2017-06-07 17:39:26
1155000003,medium,10,230.2,2017-03-16 23:07:42
1159001024,high,3,990.44,2017-06-03 00:29:22
1159001022,low,57,308.69,2017-06-11 11:52:48
1034000002,medium,24,188.47,2017-04-26 02:50:33
1131000002,low,49,899.06,2017-07-15 13:51:48
1245001037,medium,18,758.21,2017-07-01 17:56:05
1203001035,medium,98,277.31,2017-05-19 15:54:50
1207001001,high,8,932.84,2017-04-14 22:30:22
1079000003,low,36,781.47,2017-06-07 20:04:12
1079000003,medium,19,806.12,2017-01-31 15:56:43
1159001013,none,0,9.58,2017-01-01 14:19:06
1203001040,none,35,306.41,2017-07-18 20:20:08
1203001035,medium,19,364.42,2017-06-05 11:52:41
1195001007,none,72,536.23,2017-04-21 22:16:34
1201000004,high,93,421.84,2017-04-26 00:23:19
1203001025,medium,17,386.06,2017-05-27 02:22:30
1458000002,low,18,836.35,2017-02-27 01:16:49
1203001020,low,48,776.19,2017-05-25 07:23:59
1245001022,none,40,292.46,2017-06-11 13:17:07
1243001002,none,27,603.58,2017-06-04 15:19:01
1021001004,high,51,535.47,2017-04-21 02:47:02
1281000003,none,85,145.88,2017-03-10 10:12:31
1467000003,high,32,683.4,2017-03-26 01:11:30
1077001001,medium,67,358.79,2017-06-05 19:48:01
1203001032,none,3,419.01,2017-05-08 21:46:43
1214000002,high,43,481.62,2017-01-18 04:54:16
1031001003,medium,6,825.32,2017-07-11 08:09:35
1245001056,high,80,324.16,2017-04-02 15:35:30
1022000002,medium,19,618.91,2017-01-17 16:31:16
1074001009,high,79,128.69,2017-06-16 00:00:23
1245001004,low,68,198,2017-02-27 12:51:51
1044000001,medium,87,667.43,2017-03-20 16:31:31
1044000002,high,48,645.46,2017-04-30 16:05:08
1203001006,high,70,178.29,2017-01-02 17:27:22
1353001004,medium,7,162.45,2017-01-16 04:49:34
1354000001,none,45,951.87,2017-02-03 22:31:13
1203001028,medium,62,837.48,2017-03-06 17:13:23
1159001001,medium,62,55.52,2017-03-17 17:09:34
1195001011,none,76,622.79,2017-05-13 03:05:43
1203001021,none,68,105.97,2017-05-07 21:34:26
1159001029,none,51,992.63,2017-02-26 08:51:52
1022000003,none,90,644.98,2017-07-12 18:17:48
1159001015,low,5,520.86,2017-07-29 09:41:35
1031001010,none,94,862.71,2017-04-02 08:26:00
1074001014,low,60,283.14,2017-03-03 15:04:35
1273000001,low,30,293.48,2017-01-30 17:17:57
